Estimate,Std. Error,t value,lb,ub,CI,padj_thresh
3.92500591626286,0.212242762486573,18.4930024010178,3.50901010178917,4.34100173073654,(3.51, 4.34),0.008
1.26913638132681,0.258087252722166,4.91747022737715,0.763285365991367,1.77498739666226,(0.76, 1.77),0.008
3.68902308765595,0.301707956558174,12.2271322564364,3.09767549280193,4.28037068250997,(3.1, 4.28),0.008
0.455439812816676,0.516449306414598,0.881867411108605,-0.556800827755935,1.46768045338929,(-0.56, 1.47),0.008
0.945519553683536,0.515936527003247,1.83262766677031,-0.0657160392428277,1.9567551466099,(-0.07, 1.96),0.008
4.18930685910411,0.298713686930612,14.0244891425991,3.60382803272011,4.77478568548811,(3.6, 4.77),0.008
0.0783509055636829,0.49302093433292,0.158920037887834,-0.88797012572884,1.04467193685621,(-0.89, 1.04),0.008
-1.00591400196127,0.597136682375363,-1.68456239861169,-2.17630189941698,0.164473895494446,(-2.18, 0.16),0.008
